"","X","Lat","Lon","Sub_Prop","Food","Healthcare","Other","N_A","Work","Education","Retail","Recreation"
"314",313,42.3804294744949,-71.0605572167697,0.78818921361856,0,0,0,124,25,7,3,206
"315",314,42.3807881729143,-71.154128909111,0.721902770517512,0,0,0,114,0,4,0,210
"316",315,42.380857,-71.070629,0.851785714285714,0,0,0,119,23,6,0,204
"317",316,42.3809979975628,-71.0872130842836,0.862928348909657,11,0,0,162,4,1,18,255
"318",317,42.3810014303805,-71.1040252261319,0.871201157742402,24,6,0,474,4,5,22,202
"319",318,42.3816506129012,-71.1342698149838,0.84301845221702,18,2,0,129,38,9,15,190
"320",319,42.3816998316368,-71.0837758891739,0.800287356321839,9,0,0,145,4,1,3,250
"321",320,42.3817067592083,-71.0837718658604,0.782774390243902,9,0,0,145,4,1,3,250
"322",321,42.3824037767414,-71.0302430391312,0.446640316205534,16,0,0,142,46,4,11,196
"323",322,42.3826782752186,-71.143478951426,0.706896551724138,0,0,1,136,41,0,0,192
"324",323,42.383405,-71.107593,0.841350961004333,20,6,0,305,203,9,16,208
"325",324,42.3835325201179,-71.0161909461021,0.6875,0,0,0,146,0,4,2,212
"326",325,42.3836340227429,-71.108558140786,0.804020100502513,26,6,0,308,208,9,17,208
"327",326,42.3839322489048,-71.1396127195985,0.820668693009118,4,0,1,155,2,0,10,192
"328",327,42.3844522563584,-71.0751485452965,0.768253968253968,6,0,0,134,41,2,3,204
"329",328,42.3852239358705,-71.0106306896523,0.481698389458272,28,3,1,184,1,0,8,222
"330",329,42.385582,-71.113341,0.835057158410452,20,2,0,242,142,6,17,196
"331",330,42.3856757875291,-71.114121362989,0.825670498084291,20,2,0,232,136,10,15,196
"332",331,42.3861414116396,-71.0782814025879,0.763133640552995,10,0,0,134,2,2,8,190
"333",332,42.3864549961011,-71.0754196427297,1,8,0,0,132,6,0,3,200
"334",333,42.3867480204506,-71.1190187931061,0.829746835443038,44,11,0,379,8,10,307,196
"335",334,42.386781,-71.006098,0.402857142857143,26,3,0,158,1,2,12,200
"336",335,42.386844,-71.09812,0.834920634920635,4,0,0,129,42,13,6,196
"337",336,42.387151,-71.075978,0.737106918238994,10,0,0,134,1,0,4,198
"338",337,42.3871746334831,-71.0871438852882,0.773560209424084,10,6,0,143,1,10,12,196
"339",338,42.3876281075134,-71.0831871628761,0.761474269819193,12,2,0,148,5,12,15,196
"340",339,42.387995,-71.119084,0.85039059935666,38,10,0,384,277,16,306,475
"341",340,42.3882887261642,-71.1107145996721,0.742857142857143,14,2,0,189,94,5,9,194
"342",341,42.388305537644,-71.1106797681168,0.769230769230769,16,2,0,187,93,5,9,194
"343",342,42.388966,-71.132788,0.789554531490015,2,0,1,167,66,11,0,228
"344",343,42.3895243630576,-71.1169414036431,0.836934503713707,20,6,0,318,6,12,17,417
"345",344,42.3904494901843,-71.1085595004715,0.774405250205086,14,2,0,183,87,3,7,198
"346",345,42.3908880172134,-71.1096256971359,0.778571428571429,14,2,0,196,98,0,7,198
"347",346,42.3910843814673,-71.0903942584991,0.704085135599039,10,4,1,160,0,2,14,259
"348",347,42.3912097191586,-71.122607551606,0.829286239882266,42,9,0,315,218,11,30,410
"349",348,42.3918981159186,-71.0974537583024,0.776957163958641,2,2,0,149,1,4,14,194
"350",349,42.3922328400463,-71.0774660110474,0.697516401124649,31,7,1,178,1,0,120,196
"351",350,42.392766,-71.129042,0.802715956242927,4,2,0,249,8,10,16,214
"352",351,42.3932926322516,-71.0724475979805,0.367127496159754,0,0,0,116,0,0,1,191
"353",352,42.3936,-71.143941,0.698062792251169,10,0,0,145,1,0,4,194
"354",353,42.3940722366588,-71.1113369464874,0.757932613673536,2,0,0,163,63,2,4,196
"355",354,42.3951715012157,-71.098505919822,0.735664335664336,0,2,0,135,1,4,4,194
"356",355,42.3955884571671,-71.142606139183,0.721885699236239,10,0,0,139,1,0,1,196
"357",356,42.396105,-71.139459,0.703129486075223,6,0,0,145,0,0,1,202
"358",357,42.396386809455,-71.1201130600602,0.785614941386847,88,17,0,290,211,5,41,680
"359",358,42.3964835824769,-71.0654675990554,0.476510067114094,4,0,0,119,0,0,12,191
"360",359,42.3967858855102,-71.1023729667977,0.81304347826087,2,2,0,123,0,0,1,192
"361",360,42.396969,-71.123024,0.811737396583537,80,14,0,291,203,5,43,656
"362",361,42.3977833996125,-71.1059400446538,0.68951048951049,5,2,0,144,44,0,4,245
"363",362,42.3978221262451,-71.1060666978301,0.885375494071146,5,2,0,144,44,0,4,245
"364",363,42.397828,-71.130516,0.859912216532553,14,2,0,199,4,1,21,204
"365",364,42.3979081736833,-71.1479713081462,0.894648829431438,4,0,0,114,0,0,0,204
"366",365,42.3983605962083,-71.0637384281472,0.653588516746411,4,0,0,109,0,0,10,191
"367",366,42.398365,-71.107818,0.79940119760479,7,2,0,151,52,0,4,254
"368",367,42.3991558871457,-71.1110257359178,0.791848617176128,13,0,0,142,0,6,5,253
"369",368,42.3991825993025,-71.1110445485428,0.737142857142857,13,0,0,141,0,6,5,251
"370",369,42.400877,-71.116772,0.741692789968652,10,2,0,147,0,10,3,210
"371",370,42.4020382806501,-71.1265329148955,0.83778014941302,16,0,0,147,52,2,7,194
"372",371,42.40231703379,-71.1267112942369,0.759708737864078,16,0,0,143,51,4,5,194
"373",372,42.4032805697253,-71.0476263985947,0.317269076305221,12,1,0,152,0,0,9,202
"374",373,42.40413,-71.0613,0.416988416988417,0,0,1,109,0,8,0,202
"375",374,42.40449,-71.123413,0.741823899371069,17,2,0,169,73,8,6,214
"376",375,42.4058117170059,-71.0670885072068,0.428571428571429,4,0,0,114,0,2,1,218
"377",376,42.4061515726635,-71.0604074504954,0.326996197718631,2,0,1,117,0,6,0,202
"378",377,42.406302,-71.132446,0.703107019562716,4,4,0,129,5,4,6,206
"379",378,42.4072594517265,-71.0554638133362,0.5311004784689,14,6,1,169,15,8,21,202
"380",379,42.4091487775453,-71.0459768400506,0.746835443037975,0,0,0,126,31,4,2,196
"381",380,42.4093300667225,-71.0638187829318,0.423880597014925,2,0,0,105,0,0,1,205
"382",381,42.409858775443,-71.0663186760576,0.733333333333333,2,0,0,112,0,2,1,217
"383",382,42.4103469097678,-71.0526045785264,0.375,12,10,0,180,65,4,35,190
"384",383,42.410727138681,-71.0626682267502,0.357142857142857,2,0,0,105,0,0,2,204
"385",384,42.4114322297341,-71.068232650905,0.439330543933054,0,0,0,111,0,2,0,198
"386",385,42.4125045077721,-71.0584222527177,0.472222222222222,0,0,0,103,4,0,2,194
"387",386,42.4142729429399,-71.0447965565982,0.179775280898876,22,3,1,180,61,4,90,200
"388",387,42.4148016099957,-71.0477256031663,0.234234234234234,24,3,1,206,81,4,114,198
